Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Excel 2016 Essential Training,"Start mastering Excel, the world's most popular and powerful spreadsheet program, with Excel expert Dennis Taylor. Learn how to best enter and organize data, perform calculations with simple functions, work with multiple worksheets, format the appearance of your data and cells, and build charts and PivotTables. Other lessons cover the powerful IF, VLOOKUP, and COUNTIF family of functions; the Goal Seek, Solver, and other data analysis tools; and automating tasks with macros.",Course,2021-08-31 20:14 UTC,N/A,false,N/A,
A Day In The Life of a Data Scientist,"The best way to understand what it's actually like to work as a data scientist is to spend the day with one. In this course, you can follow along with one day in the life of real data scientists working on real projects. Explore exactly what data science work looks like—getting on-the-job insights to help prepare you to tackle the next challenge or choose your next data science role. Discover how working professionals handle time management, starting from the very first hour of the workday, and tackle major tasks, such as exploring the data, mitigating bias, and presenting their findings. Another thing that separates pros from the rest is process and in chapter three, you can see how data scientists build automation, cross-functional collaboration, and other techniques into their workflows. Plus, learn how to choose and use tools, structure and work well in teams, and serve your clients.

<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""25%"" width=""25%"">",Course,2022-01-16 07:22 UTC,N/A,false,N/A,
Excel: PivotTables for Beginners,"More from LinkedIn Learning's top experts<br><div><a href=""https://www.linkedin.com/newsletters/6758092793329016832?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">Business Software Newsletter</a></div><br>PivotTables don't have to be scary! This powerful Excel feature cuts the time you spend on formulas in half. In this concise course, Excel trainer Dave Ludwig demystifies PivotTables and shows you how to get started using them to analyze your data. Dave begins by explaining two PivotTable basic building blocks: value fields and row fields. Then he shows you how to adjust a PivotTable by adding fields, filters, and formatting. Finally, Dave shows you how to use special filter buttons which are known as slicers, and he also demonstrates how to use timelines. At the end, he goes over the basics of refreshing and updating a PivotTable.",Course,2021-09-02 20:42 UTC,2021-09-02 20:24 UTC,false,N/A,
Tableau and R for Analytics Projects,"On its own, Tableau is a powerful tool that helps professionals analyze, display, and generally make sense of the data at their fingertips. With the addition of R—a free, open-source language for data science—you can glean even more insights from your data. In this course, learn how to combine the analytical strengths of R with the visualization power of Tableau to analyze and present data more effectively. Instructor Curt Frye demonstrates how to install R and RServe; create a connection between Tableau and R; perform several types of analyses in R, from linear regression to cluster identification; and incorporate those analyses into Tableau visualizations.",Course,2022-01-13 07:11 UTC,N/A,false,N/A,
Selling with Empathy during Uncertain Times,"<div><a href=""https://www.linkedin.com/newsletters/6667123809394450432?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Lisa's LinkedIn Newsletter</a></div><br>It's only natural that uncertain economic conditions create anxiety for salespeople and buyers alike. But a shift in your focus can help you quiet the fear and show up for customers when they need you most. Join Lisa McLeod as she helps you navigate selling in uncertain times. Lisa and her team have coached hundreds of sales professionals through economic turbulence, product launch failures, and other difficulties. In this course, she provides an empathetic, customer-centric approach to sales that will help you connect with customers, solve their most urgent problems, and identify the most authentic version of yourself. Use these tips to rise to the challenge and turn uncertain times into an opportunity to succeed.",Course,2020-12-03 01:38 UTC,N/A,false,N/A,
Applied Machine Learning: Algorithms,"In the first installment of the <i>Applied Machine Learning</i> series, instructor Derek Jedamski covered foundational concepts, providing you with a general recipe to follow to attack any machine learning problem in a pragmatic, thorough manner. In this course—the second and final installment in the series—Derek builds on top of that architecture by exploring a variety of algorithms, from logistic regression to gradient boosting, and showing how to set a structure that guides you through picking the best one for the problem at hand. Each algorithm has its pros and cons, making each one the preferred choice for certain types of problems. Understanding what actually drives each algorithm, as well as their benefits and drawbacks, can give you a significant competitive advantage as a data scientist.",Course,2022-04-25 19:30 UTC,N/A,false,N/A,
Programming Foundations: Databases,"More from LinkedIn Learning's top experts<br><div><a href=""https://www.linkedin.com/newsletters/6674783657376395265?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">Programming Languages Newsletter</a></div><br>Once you get beyond basic programming, you'll need a database. Databases provide a consistent, organized structure for storing and retrieving large amounts of data. They allow programmers to build more complex applications that can take orders, process payments, make recommendations, authenticate users, and more. This course provides the foundation you need to get started in database programming. Explore the terminology: normal forms, ACID and CRUD, referential integrity, transactions, records, and tables. Learn what role keys and unique values play in a relational model. Discover how to design the best system to contain your data, starting with the tables and relationships at the core of your database. Find out how to write queries to extract the data you need, and how to juggle the different demands of storage, access, performance, and security. Instructor Scott Simpson provides practical examples and clear explanations that will help you design databases that can withstand the needs of your applications, your data, and your users.",Course,2021-05-29 17:37 UTC,N/A,false,N/A,
Excel: Introduction to Formulas and Functions,"To unlock the power of Excel, you need to use formulas and functions. These calculation tools help you bring information to the surface and make better decisions. <i>Excel: Introduction to Formulas and Functions</i> shows beginner-level users how to summarize and analyze data with these powerful data analysis features. Instructor Curt Frye shows how to create formulas with mathematical operations such as addition, subtraction, multiplication, and division, and how to use cell references in your formulas. He explains how to summarize data with functions like SUM and AVERAGE, and work with data in named ranges and Excel tables. Curt also covers procedures to ensure data integrity, such as data validation, and demonstrates auditing techniques to ensure formulas are correct. Plus, get an introduction to the What-If Analysis toolset, in an example that combines scenarios, data tables, and Goal Seek to generate accurate revenue projections.<br><br>Note: This course was recorded on Excel for Office 365. Most of the course contents will also be useful to those working with the most recent standalone versions of Office, including Office 2019 and 2016.",Course,2021-09-08 14:50 UTC,2021-09-08 14:41 UTC,false,N/A,
Certified Analytics Professional (CAP) Cert Prep: Domains 1–4,"In the information age, companies need skilled professionals who can glean useful intelligence from troves of data. These data science roles can be challenging, rewarding, and lucrative. If you're interested in pursuing a career in this growing field, then the Certified Analytics Professional (CAP) certification may be right for you. In this course, Jungwoo Ryoo provides an expedited overview of each of the first four domains in the CAP exam, helping you get up to speed with some of the core data science concepts covered on the test. After going over the history of CAP and related certifications, he dives into domains 1–4: Business Problem Framing, Analytics Problem Framing, Data, and Methodology.",Course,2022-03-27 00:16 UTC,N/A,false,N/A,
Python for Data Science Essential Training Part 1,"<i>Python for Data Science Essential Training</i> is one of the most popular data science courses at LinkedIn Learning. It has now been updated and expanded to two parts—for even more hands-on experience with Python. In this course, instructor Lillian Pierson takes you step by step through a practical data science project: a web scraper that downloads and analyzes data from the web. Along the way, she introduces techniques to clean, reformat, transform, and describe raw data; generate visualizations; remove outliers; perform simple data analysis; and generate interactive graphs using the Plotly library. You should walk away from this training with basic coding experience that you can take to your organization and quickly apply to your own custom data science projects.",Course,2022-05-05 03:29 UTC,N/A,false,N/A,
PowerPoint Essential Training (Office 365/Microsoft 365),"You don't have to be a designer to create a great visual presentation. Learn how to use Microsoft PowerPoint for Microsoft 365 (formerly Office 365) to quickly create, edit, and share professional-looking presentations. In this training course, Jess Stratton shows how to get started with PowerPoint templates and themes or build a new presentation from scratch. She explains how to change the slide layout; add and edit text, images, charts, video, and animation; format slides for consistency; and add speaker notes and comments to ensure a smooth delivery. Explore strategies for creating inclusive and accessible presentations for users with disabilities. By the end of the course, you'll know how to use the PowerPoint tools and follow a few simple design rules to draw attention to your message and deliver a presentation that shines.",Course,2022-04-02 04:32 UTC,N/A,false,N/A,
Python vs. R for Data Science,"Python and R are common programming languages used when working with data. Each language is powerful in its own way; however, it's important that you select the language that will best help you achieve your end result. In this course, data scientist and coding instructor Lavanya Vijayan helps you make this choice, sharing important considerations for using each language in various circumstances. Lavanya starts by going over the background of both languages, as well as the strengths and disadvantages of each in different scenarios. She then walks through the process of working on a data science project and how you'd handle the data at various stages using Python and R. Lavanya then covers how to analyze data using both languages. She rounds out the course by discussing the use cases that play to each language's strengths. By the end of this training, you’ll have the essential information you need to determine whether Python or R is right for you.<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""20%"" width=""20%"">",Course,2022-04-19 23:13 UTC,N/A,false,N/A,
Excel: You Can Do This,"<div><a href=""https://www.linkedin.com/newsletters/6634134265703604224?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Oz's LinkedIn Newsletter</a></div><br>Excel scares a lot of people. Terms like PivotTables, VLOOKUP, and circular references make their heads spin. But once you have a basic grounding in Excel, you can do all these things and more. Follow along with Excel MVP Oz du Soleil in this fast-paced course, as he walks you through features, functions, and commands such as Freeze Panes, Flash Fill, COUNTIFS, and even VLOOKUP. Oz takes the bite out of the most intimidating features in Excel, so you can get more mileage every time you use it.",Course,2019-05-02 14:00 UTC,N/A,false,N/A,
Jonah Berger on Viral Marketing,"Why do some ideas spread while others fade away? Jonah Berger, PhD, professor of marketing at the Wharton School and author of the best-selling book <i>Contagious: Why Things Catch On</i>, reveals the secrets behind the science of social transmission. Discover what leads people to share content online and off, including social currency, triggers, emotion, public use, practical value, and storytelling. Learn what separates the best brands and stories from the rest in this example-rich course.",Course,2021-12-24 12:22 UTC,N/A,false,N/A,
Marketing Tools: Automation,"Marketing Automation is a must-have for organizations looking to get the most out of their marketing budget. This course explains why automation matters, shows you how to pick the best marketing automation tool for your company's marketing goals, and walks you through the top solutions out there. See the tools in action as instructor Brad Batesole walks you through some of the most popular uses of automation, showcased across tools like HubSpot, ActiveCampaign, Mailchimp, Salesforce Pardot, and more. Finally, learn how to measure your marketing automation's success using some of the most important metrics and analytics to keep track of in your tools.",Course,2022-08-11 04:38 UTC,N/A,false,N/A,
Learning C++ (2018),"C++ is an efficient and versatile programming language. C++ powers systems software, desktop applications, and even video games, and it's the language that helped land humans on the moon. Simply put, C++ is a must-know for any modern-day programmer—and it's a great place to get started if you're programming for the first time. This course will get you up and running fast. Instructor Erin Colvin covers simple data types, including numbers and strings; flow-control features like loops and if, else, and switch statements; and functions, the code that encapsulates tasks your program performs. Dr. Colvin also covers working with files and special data structures such as classes and linked lists. Each chapter is full of practical code examples and challenges to help you practice your C++ skills.",Course,2020-05-23 11:55 UTC,N/A,false,N/A,
Django: Forms,"Most websites require the use of forms to receive data from users, so it is crucial to know how to safely collect and handle data while maintaining a user-friendly experience on your website. In this course, learn how to use Django to create forms from scratch. Instructor Nick Walter also explains how to deploy forms to your site, access stored data, leverage submitted form data, work with widgets, customize formsets, and more.",Course,2022-02-01 07:09 UTC,N/A,false,N/A,
Microsoft Azure Synapse for Developers,"In today’s world, businesses are relying more and more on big data for their daily operations. This is a trend that is not likely to reverse. Azure Synapse is a great tool to handle all that data, as it blends big data analytics with data warehousing, offering organizations a way to store large amounts of incoming data for a reasonable cost. In this course, Nertil Poci shows you how to get up and running with Azure Synapse Analytics as your data warehouse in the cloud. He explains how to load, process and query data, and covers the benefits of Synapse Analytics, creating workspaces, processing data from storage, and loading data into dedicated SQL pools using different data loading tools and querying data. Along the way, he shares challenges that allow you to practice your new skills. If you’re ready to start building your data warehouse in the cloud, join Nertil in this course.",Course,2022-01-19 18:23 UTC,N/A,false,N/A,
SAP ERP: Beyond the Basics,"SAP ERP helps large businesses streamline their processes and support each segment of a business. In this advanced course, instructor Justin Valley offers advanced tips to help users get the most out of the software, including multiple ways to automate, define, and deliver reports. He covers ways to customize the SAP ERP layout for end users so that needed features and tools are front and center, and so the system works in a way that resonates with the goals of the business. Plus, learn about how to navigate using function keys, search using wildcards, use document flow, and more.",Course,2022-04-01 23:22 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2021-03-03 19:25 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Miss Excel,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with 750,000+ followers on TikTok—as she shares tips and answers to common questions about Microsoft Excel, all set to a beat. Topics include fixing data in Excel (PivotTable), the filter function in Excel (VLOOKUP), VBA basics in Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2022-01-18 17:57 UTC,N/A,false,N/A,
Business Analytics: Forecasting with Exponential Smoothing,"Exponential smoothing is a term for a set of straightforward forecasting procedures that apply self-correction. Each forecast comprises two components. It's a weighted average of the prior forecast, plus an adjustment that would have made the prior forecast more accurate. Smoothing—like most credible approaches to forecasting—requires a baseline of observations, in sequence, to work properly. Weekly revenues and daily hospital admissions are typical examples. Several versions of exponential smoothing exist, each corresponding to a type of baseline. In this course, Conrad Carlberg provides an introduction to simple exponential smoothing, diving into the basic idea behind it, and explaining how to assemble the forecast equation and optimize forecasts.",Course,2021-11-28 00:14 UTC,N/A,false,N/A,
Data Visualization: A Lesson and Listen Series,"<div><a href=""https://www.linkedin.com/newsletters/6599926882873991168?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Bill's LinkedIn Newsletter</a></div><br>Follow along with expert Bill Shander in this series exploring key themes in data visualization, data storytelling, and information design. Each episode is broken into two segments: a short lesson and a listening session where Bill interviews data storytelling and visualization experts about the episode theme. These conversations reveal the creative process, explore techniques and technologies used by working professionals, and illuminate some of the common challenges they face. This series is perfect for anyone interested in how information is presented to the mass market, including professionals in all levels of analytics, data science, and communications.</br></br>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.",Course,2022-05-26 21:31 UTC,N/A,false,N/A,
Azure Cosmos DB: SQL API Deep Dive,"The SQL API is considered the core API for Azure Cosmos DB. It allows developers to query and manage the data they have stored in Cosmos using a familiar programming language. Explore the SQL API more deeply in this course with Microsoft Certified Trainer and Azure MVP Sidney Andrews. Sidney explores the data model and software development kits in SQL API, and then dives straight into writing code to perform common operations in Cosmos DB, such as managing and querying documents. Then he investigates the server side of SQL API, exploring its JavaScript integration and features such as stored procedures. Finally, explore the advanced features of SQL API, such as GeoJSON support for geospatial data and the optimistic concurrency control for resolving server-side conflicts.",Course,2021-05-04 19:10 UTC,N/A,false,N/A,
First Look: Python 3.9,"Python, like any modern language, is always evolving. In this course, instructor Claire Burn dives into Python 3.9, highlighting the new features, improvements, and deprecations packed into this release. Learn about the significant Python Enhancement Proposals (PEPs) included in Python 3.9, as well as how to distinguish which modules are new (and why they are notable). Discover which modules have been deprecated and why this was necessary. Plus, get tips for overcoming common challenges while porting from Python 2 to Python 3.9, or Python 3.x to Python 3.9.",Course,2021-07-26 04:39 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"<div><a href=""https://www.linkedin.com/newsletters/6765070600055635968?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Tatiana's LinkedIn Newsletter</a></div><br>Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-10-27 11:35 UTC,N/A,false,N/A,
Tips and Tricks for Modern Producers,"Are you interested in taking your productions to the next level? In this course, instructor Evan Sutton shares tips, workarounds, and time-saving techniques that can help music producers work smarter in the studio and enhance their final productions. Evan dives into drum programming and processing, and discusses synth programming, including how to get from MIDI to audio. He also shares practical tips that can help audio engineers as they work with vocals and get their mixes ready for mastering. Plus, learn how to apply EQ precisely, combine additive and subtractive EQ methods, and smooth out peaks and standing resonances with multiband compression.<br><br>Because this is an ongoing series, viewers will not receive a certificate of completion.",Course,2022-01-31 06:14 UTC,N/A,false,N/A,
2D Animation: Tips and Tricks,"One way to learn animation is an all-in-one course, the kind you can find here in our library. The other path is on-the-job training, and involves picking up tips and tricks as you work. This course will give you that ""on the job"" experience in weekly doses. Every Tuesday, instructor Dermot O' Connor reveals a tip or trick that animation professionals use to save time and create more compelling characters. Learn to use delays, overshoots, and leading gestures to create looser, more realistic movement; draw different mouth shapes for male and female characters; create different styles of walks such as staggers; and more.<br><br>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.",Course,2022-01-06 06:44 UTC,N/A,false,N/A,
Dealing with Microaggression as an Employee,"In this course, Toni Lowe, a sought-after speaker and senior HR leader specializing in diversity, inclusion, equity, and belonging, teaches you how to identify and address everyday, subtle, intentional and unintentional actions or behaviors that perpetuate bias toward marginalized groups in the workplace. Toni defines microaggression and identifies the three distinct types of microaggressions: microassaults, microinsults, and microinvalidations. While the word ""micro"" means ""small,"" each instance of microaggression has a big impact on the employee experience, physical health, and psychological well-being. Toni provides actionable steps you can take to create safe spaces in the workplace for coping and developing a support system. She discusses how to effectively address past behaviors directly with the offender or through a third party, then walks you through how to deal with microaggressions in real time. Toni concludes with her three-step framework for dealing with microaggression.",Course,2022-02-22 05:35 UTC,N/A,false,N/A,
SQL Server Machine Learning Services: Python,"Learn how to analyze SQL Server data with Python. Database expert Adam Wilbert shows how to use a powerful combination of tools, including high-performance Python libraries and the Machine Learning Services add-on, directly inside SQL Server to streamline analysis. Adam shows how to use Python scripts to perform statistical analysis, generate graphics such as scatterplots and bar charts, and process tabular data. He also explains how to turn a Python script into a stored procedure and set up standalone ML services to execute scripts without impacting SQL Server performance.",Course,2021-09-07 03:00 UTC,N/A,false,N/A,
Excel: PivotTables in Depth (2018),"Many Excel users have a fear of PivotTables. This course provides a thorough introduction to this powerful and overlooked feature and, for more advanced students, shows how to use macros and the data model to extend PivotTables even further. Instructor Curt Frye demystifies PivotTables, using real-world examples that empower students to make the most of their time with the program and to analyze their data effectively.  Learn how to evaluate and summarize data, sort and filter results, format your PivotTables with styles and conditional formatting, and visualize your analysis with PivotCharts.<br><br>

Note: This course was recorded in Office 365. However, anyone using Excel 2019, Excel 2016, and even prior editions of Excel should be able to follow along with the course contents.",Course,2020-05-25 21:09 UTC,N/A,false,N/A,
Cert Prep: Unity Certified Associate Game Developer Scripting with C#,"Become Unity certified and show employers you have the Unity skills they are looking for. Improve your chances of landing that dream job doing what you love most—making games, architectural visualizations, or films. This course helps you study for the sections of the Unity Certified Associate: Game Developer exam that deal with scripting and publishing. Instructor Alan Thorn covers the basics of scripting, demonstrating how to create a C# script in Visual Studio, print to the console, and create useful scripts that make 3D objects move and react. He also discusses making timed behaviors, generating path-finding data for helping nonplayer characters (NPCs) navigate environments intelligently, and using finite-state machines to help NPCs make decisions. Plus, learn how to create convincing patrol, chase, and attack states for an enemy character.",Course,2022-03-25 04:39 UTC,N/A,false,N/A,
Technology for Product Managers,"Product managers must know technology basics. They need to have the vocabulary to speak to engineers, UX designers, and executives-and translate messages between these very different stakeholders. A product manager should know how the internet works, how front end differs from back end, what the major programming languages are, and why web and mobile developers are so in demand. This course provides an overview of the basics, including terminology and trends that will affect your work and collaboration with your team.<br><br>

Instructor Cole Mercer reviews the fundamental building blocks of modern software applications-from the web that connects all the working parts, to the data, users, and the build tools that developers use every day. He discusses the differences between desktop, web, and mobile development, and reviews the role of version control systems in deployment and release.",Course,2022-07-15 01:02 UTC,N/A,false,N/A,
After Effects: Character Animation Techniques,"Discover how easy it is to bring your characters to life in Adobe After Effects. Join Angie Taylor as she shares tips and tricks for animating within this powerful motion graphics and compositing application. Learn how to set up anchor points, link the different parts of your characters together in a parental hierarchy, and create a simple character rigging system. Get tips for using the Puppet tool, including how to create a sense of depth in your animations and fix glitches with Starch pins. Plus, discover how to link master properties to your Puppet tool rig; leverage RubberHose, a rigging script for After Effects; and easily automate a lip-sync animation.",Course,2021-11-29 01:30 UTC,N/A,false,N/A,
Agile Foundations,"Teams that embrace an agile mindset are often better able to respond to customer feedback and shifting business needs—and have a bit more fun in the process. Interested in bringing the principles of agile to your team? This course can help. Join Doug Rose as he steps through the fundamental concepts you need to know to start thinking like an agile team. Doug goes over the values and principles covered in the agile manifesto, as well as how to enhance communication with user stories and cross-functional teams. Discover how to respond to change the agile way, explore popular agile frameworks, and learn about the common roles on an agile team. Along the way, Doug provides you with some exercises that can help boost your team's agility and productivity.",Course,2021-02-27 18:51 UTC,N/A,false,N/A,
Web Scraping with Python,"Instructor Ryan Mitchell teaches the practice of web scraping using the Python programming language. Ryan helps you understand how a human browsing the web is different from a web scraper. She introduces the Chrome developer tools and how to use them to examine network calls. Ryan shows you how to install Scrapy with pip and how to write some ""Hello, World"" code to scrape a simple web page. She covers how to use the Scrapy LinkExtractor to find internal links on a web page, then demonstrates how to configure Scrapy and the ItemPipeline to write data to various file formats. Ryan walks you through best practices for organizing your projects, writing reusable parsers, and future-proofing your spiders. She explains how APIs work and how they can be used to retrieve data directly. Ryan explores headers and cookies, then goes into browser automation and how to integrate Selenium with Scrapy. In conclusion, she offers ideas to continue your studies in computer science and think creatively about automation.",Course,2021-09-19 00:55 UTC,N/A,false,N/A,
Ken Blanchard on Servant Leadership,"Self-serving leaders can be both destructive and highly ineffective. By making leadership all about them, they create a negative working environment where employees often lack the motivation to produce their best work. In this concise course, Ken Blanchard—a pioneer in the leadership space—shares his insights on servant leadership. Ken discusses practical ways for leaders to implement this approach in their organization, covering habits of servant leaders, how to create a servant leader culture, and how to manage effectively. Upon completing this course, you'll have a greater understanding of how to operate as a servant leader, and shift your focus from yourself to your employees and what you're ultimately trying to accomplish.",Course,2020-12-25 17:27 UTC,N/A,false,N/A,
Diversity Recruiting,"<div><a href=""https://www.linkedin.com/newsletters/6729522998371586048?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Stacey's LinkedIn Newsletter</a></div><br>As a buzzword, ""diversity"" sounds good, but speaking frankly about age discrimination, gender bias, and hiring disparities can take many talent acquisition professionals out of their comfort zone. In this course, Stacey Gordon explains how to confidently approach the topic of bias and successfully address it when recruiting. She outlines the most common mistakes that recruiters make as well as ways to assess your current recruiting strategy to achieve success.",Course,2022-02-25 02:50 UTC,N/A,false,N/A,
Advanced Django,"In this project-based course, software engineer Ryan Mitchell takes a deep dive into Django, the framework that is the back end of high-traffic websites like Instagram and Pinterest. Designed for advanced Django users, Ryan presents a social media website project as a framework for how to tackle any web engineering situation and translate it into Django code. She shows how to build custom validators, filters, and managers; how to extend and augment the default Django settings and models; and how to eliminate code redundancy and implement clean error handling, authentication, caching, and other tools. If you’re looking for some hands-on work to learn how to apply Django to develop anything from a retail store to a personal portfolio to a company website and more, join Ryan in this course.",Course,2022-07-22 06:57 UTC,N/A,false,N/A,
Build a Personal Learning Plan and Stick with It,"As the world changes, companies and businesses respond to these changes with changes of their own, and many employees feel the need to add skills to meet new expectations in the workplace. But where to start? In this course, Dr. Shanita Williams teaches how to build a personal learning plan to build up new skills, mindsets, and behaviors that can help you remain current and adapt to the ever-changing landscape around you. Shanita guides you through the process of creating a learning plan by unpacking your motivation and creating a clear picture of what you hope to achieve, so that you can identify the skills that you want to develop, and explores strategies that can keep you on track. Whether personal or professional, a learning path can give you agency to grow and evolve as an individual and live out your full potential. So join Shanita now!",Course,2021-10-23 02:29 UTC,N/A,false,N/A,
Forecasting Using Financial Statements,"Learn where a company is headed and the resources it will need to succeed. <i>Forecasting Using Financial Statements</i> provides a deep dive into the mathematics of financial forecasting. Dig into the numbers and find out how to build a complete forecast from start to finish, using Excel or Google Sheets. Yash Patel dissects an income statement and balance sheet to calculate pro-forma predictions for revenue, equipment, sales cost, and more. He also shows the math behind simple forecasting techniques, such as the naive approach, simple moving average, and exponential smoothing. He also shows how to build cash flow projections, calculating earnings before interest and taxes, depreciation and capital expenditures, and net working capital. Yash also uses data to create regressions that can extrapolate and forecast for a given independent value. By the end of this course, you should be able to provide projections for a business using nothing more than commonly available financial statements.",Course,2021-11-27 04:43 UTC,N/A,false,N/A,
SQL for Non-Programmers,"Do you want to learn about SQL but aren’t sure where to start? In this beginner-level course, instructor Julianne Thouin covers basic concepts of relational database design and explains how to write simple SELECT statements using joins and proper filtering. Julianne explains what SQL Server is and what it is used for. Next, she shows how tables in a relational database relate to one another through surrogate, primary, and foreign keys. Julianne teaches you how to tackle the most basic query possible. She explains how AND and OR logic applies to filtering queries on more than one data point, then discusses INNER joins and OUTER joins. Julianne covers how to use subqueries for filtering your results. She walks you through some commonly used examples of built-in functions. In conclusion, Julianne shows you how aggregate functions work using the GROUP BY and HAVING clauses.",Course,2022-06-18 06:27 UTC,N/A,false,N/A,
Salesforce Essential Training,"If you work in sales or are looking for a job in sales, chances are you need to know Salesforce, one of the world’s top customer relationship management (CRM) tools. In this course, Jamie Grettum focuses on how to use Salesforce in a sales environment. Jamie covers key topics like managing existing customers, tracking and converting leads, managing a sales pipeline of potential sales, and using the built-in features of Salesforce for analyzing sales data and reporting. If you need to quickly get up and running with Saleforce, Jamie gets you up to speed with the essentials of this in-demand CRM.",Course,2022-01-16 23:19 UTC,N/A,false,N/A,
Cloud Computing: BC/DR Best Practices,"The cloud is a force multiplier for business, allowing companies large and small to scale quickly and efficiently. However, running your workloads in the cloud doesn't mean they're immune to disruptions. In the event of a disaster that interrupts services—whether a large-scale event or an incident impacting your business specifically—you need to have a plan in place for minimizing your downtime and the resulting loss of revenue. In this course, instructor David Linthicum reviews best practices and approaches for building a strategy around business continuity (BC) as well as disaster recovery (DR). Examine real-world case studies and explore specific technologies available for BC/DR across Amazon Web Services, Microsoft Azure, and Google Cloud Platform. This practical course helps you identify the requirements specific to your business and translate them into a real-world BC/DR strategy and toolset.",Course,2020-12-22 10:44 UTC,N/A,false,N/A,
Excel Supply Chain Analysis: Solving Transportation Problems,"Microsoft Excel can be a secret advantage when it comes to solving complex supply chain challenges. Follow along with instructor Curt Frye as he shows how to use the Excel Solver add-in to minimize transportation and transshipment costs within a supply chain. Curt covers a range of topics, including how to analyze fixed costs and facility opening decisions, enforce level of service constraints, and perform scenario analysis. He also provides problem scenarios for you to solve, then goes through the solutions for each. After watching this course and working through the examples, you'll be able to describe the techniques specialized supply chain programs use to arrive at their results.",Course,2021-03-06 19:21 UTC,N/A,false,N/A,
TensorFlow: Neural Networks and Working with Tables,"TensorFlow 2.0 is quickly becoming one of the most popular deep learning frameworks and a must-have skill in your artificial intelligence toolkit. Using a hands-on approach, instructor Jonathan Fernandes covers foundational skills for deep learning using TensorFlow 2.0, from creating single and multi-layer networks, to training a network, and using it to make predictions. He also covers loss functions, optimizers, and some of the data APIs unique to TensorFlow.",Course,2022-03-30 18:48 UTC,N/A,false,N/A,
Intermediate SQL for Data Scientists,"There is an increasing need for data scientists and analysts to understand relational data stores. Organizations have long used SQL databases to store transactional data as well as business intelligence related data. This course was designed for data scientists who need to work with SQL databases. Specifically, it was designed to help these professionals learn how to perform common data science tasks, including exploration and extraction of data within relational databases.<br><br>Instructor Dan Sullivan kicks off the course with a brief overview of SQL data manipulation and data definition commands. He then focuses on how to use SQL queries to prepare data for analysis; leverage statistical functions to better understand that data; and work with aggregates, window operations, and more.",Course,2022-01-29 06:22 UTC,N/A,false,N/A,
